artist.name,track.name,genre,danceability,energy,key,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,popularity
Liam Gallagher,Wall of Glass,rock,0.351,0.939,0,-4.469,0.0564,6.42e-5,0.00113,0.296,0.321,182.067,58
X Ambassadors,Renegades,rock,0.526,0.862,2,-6.003,0.0905,0.0144,0.0597,0.229,0.528,90.052,75
Lil Nas X,Old Town Road (feat. Billy Ray Cyrus) - Remix,country,0.878,0.619,6,-5.56,0.102,0.0533,0,0.113,0.639,136.041,7
Dan + Shay,"10,000 Hours (with Justin Bieber)",country,0.654,0.63,10,-4.644,0.0259,0.153,0,0.111,0.43,89.991,83
Dan + Shay,Tequila,country,0.474,0.594,11,-5.756,0.0289,0.0292,0,0.133,0.503,86.131,68
Luke Combs,Beer Never Broke My Heart,country,0.54,0.863,1,-4.483,0.0481,0.0138,0,0.0871,0.64,77,0
Blanco Brown,The Git Up,country,0.847,0.678,9,-8.635,0.109,0.0669,0,0.274,0.811,97.984,4
Marshmello,One Thing Right,country,0.659,0.623,4,-2.253,0.0451,0.0667,0,0.582,0.439,88.042,75
Blake Shelton,God's Country,country,0.538,0.752,10,-5.106,0.0396,0.0608,5.39e-6,0.118,0.217,139.984,71
Kelsea Ballerini,homecoming queen?,country,0.462,0.512,9,-5.443,0.0334,0.478,0,0.0993,0.29,114.014,57
Old Dominion,One Man Band,country,0.705,0.363,6,-8.327,0.0355,0.667,0,0.112,0.482,75.98,1
Gabby Barrett,I Hope,country,0.561,0.536,6,-6.227,0.0346,0.0951,0,0.114,0.378,150.01,5
Lee Brice,Rumor,country,0.655,0.56,9,-6.857,0.0486,0.749,0,0.115,0.599,140.975,71
Luke Bryan,Knockin' Boots,country,0.739,0.682,2,-3.728,0.205,0.129,0,0.328,0.634,131.983,68
Morgan Wallen,Whiskey Glasses,country,0.612,0.671,6,-4.448,0.0276,0.397,1.19e-6,0.0984,0.7,149.986,0
Thomas Rhett,Look What God Gave Her,country,0.732,0.847,2,-3.921,0.0307,0.0221,0,0.246,0.885,113.012,0
Sam Hunt,Kinfolks,country,0.565,0.805,0,-4.457,0.0489,0.0808,0,0.173,0.869,76.04,63
Jon Pardi,Heartache Medication,country,0.621,0.791,9,-3.343,0.0265,0.0361,0,0.143,0.734,95.075,61
Lady A,What If I Never Get Over You,country,0.58,0.725,0,-5.124,0.0273,0.016,0,0.107,0.369,93.014,1
Luke Combs,Even Though I'm Leaving,country,0.547,0.743,2,-6.064,0.0323,0.235,0,0.231,0.647,77.9,1
Matt Stell,Prayed For You,country,0.595,0.698,9,-5.836,0.0361,0.0851,0,0.106,0.518,140.035,0
Jimmie Allen,Make Me Want To,country,0.519,0.872,2,-3.212,0.0616,0.0793,0,0.111,0.74,179.965,61
Ashley McBryde,One Night Standards,country,0.54,0.694,5,-4.456,0.0296,0.0241,0.0092,0.0971,0.613,78.017,0
Jason Aldean,Girl Like You,country,0.543,0.88,3,-4.204,0.0365,0.035,2.27e-4,0.304,0.483,144.057,62
Carly Pearce,Closer To You,country,0.662,0.685,4,-4.561,0.0302,0.125,0,0.0961,0.447,111.964,0
Chase Rice,Lonely If You Are,country,0.593,0.745,7,-4.37,0.0574,0.19,0,0.227,0.849,169.951,0
Chris Lane,I Don't Know About You,country,0.593,0.81,1,-5.733,0.0625,0.602,0,0.119,0.712,144.011,68
Kane Brown,Good as You,country,0.634,0.516,8,-6.05,0.0373,0.4,0,0.142,0.769,153.831,0
Keith Urban,We Were,country,0.44,0.803,5,-6.162,0.0512,0.127,0,0.128,0.633,79.312,53
Ingrid Andress,More Hearts Than Mine,country,0.573,0.428,0,-7.414,0.0263,0.112,0,0.114,0.4,80.907,62
Dan + Shay,All To Myself,country,0.646,0.781,1,-4.616,0.0313,0.208,0,0.125,0.565,94.975,67
Eli Young Band,Love Ain't,country,0.6,0.851,11,-4.645,0.0388,0.00566,9.78e-6,0.0891,0.727,98.007,68
Chris Janson,Good Vibes,country,0.582,0.846,0,-2.771,0.0451,0.022,0,0.133,0.736,92.004,53
Chris Young,Raised on Country,country,0.572,0.794,2,-3.224,0.0455,0.395,0,0.23,0.79,148.095,61
Brantley Gilbert,What Happens In A Small Town,country,0.496,0.775,11,-5.304,0.0411,9.27e-4,0,0.14,0.478,138.165,52
Miranda Lambert,It All Comes Out in the Wash,country,0.602,0.73,0,-4.925,0.0313,0.00106,1.16e-4,0.095,0.923,164.029,55
Cole Swindell,Love You Too Late,country,0.542,0.797,9,-4.45,0.0379,0.00111,0,0.0906,0.593,113.95,58
Carrie Underwood,Southbound,country,0.614,0.884,0,-4.019,0.0402,0.00122,0,0.077,0.721,100.531,61
Brett Young,Here Tonight,country,0.517,0.776,11,-5.271,0.0362,0.0144,0,0.113,0.448,96.002,63
Maren Morris,GIRL,country,0.44,0.793,6,-3.95,0.0502,0.0677,0,0.0788,0.447,143.599,2
Luke Combs,"1, 2 Many",country,0.54,0.821,6,-3.789,0.0875,0.0397,0,0.423,0.685,148.791,1
Runaway June,Buy My Own Drinks,country,0.686,0.9,5,-4.406,0.0614,0.068,0,0.0985,0.962,155.963,54
Florida Georgia Line,Blessings,country,0.466,0.672,4,-5.926,0.036,0.737,0,0.0858,0.334,89.081,64
Jason Aldean,You Make It Easy,country,0.375,0.574,7,-5.305,0.0315,0.143,0,0.11,0.406,132.025,64
Kenny Chesney,Tip of My Tongue,country,0.669,0.56,5,-5.003,0.0251,0.0821,0,0.0703,0.49,95,57
Trisha Yearwood,Every Girl in This Town,country,0.616,0.681,7,-7.265,0.0304,0.0572,0,0.0899,0.353,111.942,39
Diplo,Heartless (feat. Morgan Wallen),country,0.764,0.555,11,-6.414,0.0604,0.275,0,0.0824,0.255,111.004,3
Kane Brown,Homesick,country,0.701,0.5,8,-8.82,0.0303,0.46,0,0.234,0.409,97.028,68
Luke Bryan,What She Wants Tonight,country,0.484,0.903,8,-3.9,0.0882,0.0649,0,0.151,0.716,169.948,61
Thomas Rhett,Remember You Young,country,0.396,0.51,6,-6.274,0.0327,0.355,0,0.113,0.299,113.994,63
Brett Young,Catch,country,0.566,0.765,2,-6.337,0.0439,0.0248,0,0.0783,0.604,156.036,65
Florida Georgia Line,Cruise,country,0.457,0.948,10,-3.364,0.0354,0.0191,0,0.0536,0.878,148,69
Sam Hunt,Body Like A Back Road,country,0.732,0.458,5,-7.225,0.0311,0.447,0,0.136,0.661,98.938,72
Luke Combs,Hurricane,country,0.464,0.813,10,-6.185,0.0416,0.0153,0,0.254,0.515,75.977,74
Old Dominion,Break Up with Him,country,0.617,0.632,8,-5.381,0.0371,0.0675,0,0.108,0.564,151.988,63
Miranda Lambert,The House That Built Me,country,0.515,0.3,5,-8.005,0.0289,0.575,8.46e-6,0.115,0.206,81.12,64
Luke Bryan,I Don't Want This Night To End,country,0.616,0.728,9,-4.02,0.0278,0.0275,0,0.228,0.375,111.934,63
Keith Urban,Blue Ain't Your Color,country,0.69,0.416,7,-7.865,0.0335,0.617,1.37e-6,0.102,0.479,82.45,67
Little Big Town,Girl Crush,country,0.5,0.225,0,-10.22,0.0302,0.842,0,0.112,0.355,173.788,68
Jason Aldean,Dirt Road Anthem,country,0.68,0.741,2,-5.055,0.0357,0.347,1.87e-6,0.117,0.635,127.024,71
Hunter Hayes,Wanted,country,0.421,0.476,0,-7.692,0.0298,0.268,0,0.0816,0.3,169.784,68
Kacey Musgraves,Follow Your Arrow,country,0.448,0.649,5,-5.925,0.0434,0.418,0,0.0976,0.575,195.925,66
Florida Georgia Line,H.O.L.Y.,country,0.523,0.666,7,-4.081,0.0327,0.401,0,0.0728,0.564,78.077,70
Dan + Shay,Tequila,country,0.489,0.581,11,-5.731,0.0281,0.0312,0,0.132,0.494,86.016,72
Cam,Burning House,country,0.728,0.253,0,-8.427,0.0304,0.887,1.11e-5,0.133,0.457,140.923,63
Luke Bryan,Drunk On You,country,0.558,0.872,9,-4.401,0.0449,0.178,0,0.173,0.472,143.971,60
Chris Stapleton,Tennessee Whiskey,country,0.392,0.37,9,-10.888,0.0298,0.205,0.0096,0.0821,0.512,48.718,78
Darius Rucker,Wagon Wheel,country,0.537,0.66,9,-7.174,0.0296,0.455,0,0.135,0.574,148.096,75
Lady A,Need You Now,country,0.587,0.622,4,-5.535,0.0303,0.0927,6.36e-4,0.2,0.231,107.943,68
Bebe Rexha,Meant to Be (feat. Florida Georgia Line),country,0.643,0.783,10,-6.458,0.0856,0.047,0,0.083,0.579,154.084,76
Eric Church,Drink In My Hand,country,0.626,0.913,0,-4.452,0.0318,0.00635,0,0.293,0.946,113.044,69
Keith Urban,We Were Us,country,0.578,0.937,2,-5.685,0.0481,0.0294,0,0.122,0.479,102.983,52
Jon Pardi,Heartache On The Dance Floor,country,0.596,0.834,9,-4.308,0.0474,0.0563,0,0.0866,0.618,116,69
Kenny Chesney,American Kids,country,0.733,0.589,7,-7.37,0.1,0.0476,5.85e-6,0.0366,0.867,170.097,68
Maren Morris,My Church,country,0.517,0.743,9,-4.336,0.0363,0.243,3.36e-6,0.107,0.664,76.979,65
Luke Bryan,That's My Kind Of Night,country,0.661,0.751,7,-2.909,0.0481,0.0571,0,0.105,0.875,109.995,68
Randy Houser,Runnin' Outta Moonlight,country,0.526,0.801,2,-3.717,0.0393,0.0354,3.17e-6,0.0637,0.769,172.024,64
Jason Aldean,Burnin' It Down,country,0.681,0.795,6,-6.652,0.049,0.305,9.41e-6,0.109,0.64,135.939,62
Thomas Rhett,It Goes Like This,country,0.543,0.837,11,-6.448,0.0608,0.117,0,0.0872,0.506,168.056,61
Tim McGraw,Humble And Kind,country,0.355,0.48,11,-7.31,0.0282,0.679,2.28e-6,0.12,0.137,100.956,67
Luke Combs,Beautiful Crazy,country,0.551,0.402,11,-7.431,0.0262,0.676,0,0.0928,0.382,103.313,78
Eric Church,Springsteen,country,0.692,0.809,2,-5.935,0.0255,0.1,9.77e-5,0.185,0.927,104.023,71
Blake Shelton,Mine Would Be You,country,0.572,0.529,0,-6.897,0.0282,0.146,0,0.335,0.321,139.876,56
Brothers Osborne,Stay A Little Longer,country,0.557,0.886,6,-5.356,0.0302,0.0377,0.108,0.163,0.545,96.989,60
Cole Swindell,Chillin' It,country,0.576,0.849,9,-3.057,0.0386,0.511,3.89e-5,0.109,0.666,137.982,62
Miranda Lambert,Tin Man,country,0.425,0.372,0,-10.92,0.03,0.861,0.0148,0.0733,0.292,79.456,60
Luke Bryan,Play It Again,country,0.506,0.886,11,-3.225,0.0655,0.0916,0,0.0734,0.595,143.935,72
Sam Hunt,House Party,country,0.747,0.861,8,-5.251,0.0514,0.113,0,0.026,0.859,103.966,70
Russell Dickerson,Yours,country,0.555,0.722,11,-6.005,0.034,0.119,0,0.0861,0.559,134.058,3
Kane Brown,What Ifs (feat. Lauren Alaina),country,0.612,0.799,10,-4.603,0.0275,0.00898,0,0.172,0.687,125.976,72
Lady A,We Owned The Night,country,0.657,0.714,1,-6.965,0.0273,0.281,1.45e-4,0.0838,0.488,99.991,0
Lee Brice,Hard To Love,country,0.638,0.722,9,-6.177,0.0332,0.0119,0.00808,0.189,0.469,103.017,68
Little Big Town,Pontoon,country,0.721,0.819,9,-5.715,0.0269,0.413,0,0.196,0.867,96.02,62
Jason Aldean,Don't You Wanna Stay (with Kelly Clarkson),country,0.445,0.631,11,-4.798,0.0304,0.129,0,0.0911,0.152,143.846,59
Florida Georgia Line,Dirt,country,0.547,0.878,2,-4.224,0.0451,0.0638,7.08e-6,0.106,0.592,121.973,60
Luke Bryan,Crash My Party,country,0.526,0.816,7,-4.009,0.0421,0.0285,0,0.22,0.414,144.032,60
Keith Urban,"John Cougar, John Deere, John 3:16",country,0.694,0.779,0,-6.984,0.071,0.0688,3.99e-6,0.0803,0.594,84.975,58
Thomas Rhett,Crash and Burn,country,0.69,0.781,5,-5.101,0.0305,0.0873,2.28e-6,0.164,0.841,130.02,60
Blake Shelton,God Gave Me You,country,0.483,0.844,2,-5.043,0.0314,0.00481,7.29e-5,0.405,0.543,151.977,63
Taylor Swift,Mine,country,0.624,0.757,7,-2.94,0.0296,0.00265,1.87e-6,0.189,0.658,121.07,64
Luke Combs,Beer Never Broke My Heart,country,0.54,0.863,1,-4.483,0.0481,0.0138,0,0.0871,0.64,77,1
Brad Paisley,This Is Country Music,country,0.507,0.669,2,-5.104,0.0275,0.126,2.63e-4,0.111,0.484,88.525,46
Dan + Shay,From the Ground Up,country,0.281,0.58,9,-5.967,0.0323,0.333,0,0.122,0.282,151.568,66
Luke Bryan,Kiss Tomorrow Goodbye,country,0.571,0.937,5,-3.467,0.0365,0.0064,0,0.316,0.584,115.013,53
Eli Young Band,Even If It Breaks Your Heart,country,0.495,0.527,0,-4.742,0.0351,1.59e-4,0.0163,0.1,0.574,208.067,65
Eric Church,Record Year,country,0.589,0.641,5,-8.12,0.0838,0.205,0,0.0864,0.57,160.031,65
Kane Brown,Lost in the Middle of Nowhere (feat. Becky G),country,0.559,0.754,6,-5.344,0.0481,0.00184,4.62e-4,0.0366,0.438,85.993,0
Keith Urban,Raise 'Em Up,country,0.609,0.788,4,-7.855,0.0416,0.645,3.72e-5,0.174,0.54,108.053,51
Maddie & Tae,Girl In A Country Song,country,0.59,0.908,8,-3.789,0.084,0.285,0,0.36,0.874,160.028,55
Sam Hunt,Leave The Night On,country,0.514,0.951,9,-3.813,0.0603,0.0951,0,0.349,0.838,171.96,63
Jason Aldean,Night Train,country,0.496,0.708,5,-5.175,0.0293,0.0512,1.06e-6,0.182,0.502,158.121,60
Blake Shelton,Hillbilly Bone,country,0.603,0.946,7,-4.172,0.0463,0.0558,6.51e-5,0.114,0.912,144.019,47
Jon Pardi,Dirt On My Boots,country,0.683,0.796,11,-4.179,0.0285,0.111,0,0.197,0.531,90.031,69
Randy Houser,How Country Feels,country,0.678,0.839,7,-3.617,0.0394,0.0379,0,0.0742,0.772,104.952,66
Thomas Rhett,Unforgettable,country,0.661,0.75,7,-5.497,0.0314,0.0303,1.32e-4,0.0849,0.828,130.077,67
The Chainsmokers,This Feeling,country,0.575,0.571,1,-7.906,0.0439,0.0558,0,0.0912,0.449,105.049,74
Luke Bryan,Country Girl (Shake It For Me),country,0.645,0.904,2,-4.532,0.0462,0.0293,0,0.0834,0.671,105.97,68
Kane Brown,Heaven,country,0.677,0.556,9,-6.544,0.0306,0.263,0,0.105,0.521,80.009,73
Kacey Musgraves,Merry Go 'Round,country,0.651,0.466,6,-9.403,0.0305,0.541,0.0027,0.116,0.326,86.953,65
Jason Aldean,The Only Way I Know (with Luke Bryan and Eric Church),country,0.511,0.798,7,-4.314,0.0498,0.227,6.51e-6,0.184,0.607,183.303,57
Florida Georgia Line,May We All,country,0.514,0.918,7,-4.306,0.0365,0.0409,0,0.342,0.64,150.033,66
Chris Young,Think of You,country,0.616,0.893,11,-3.588,0.0375,9.37e-4,0,0.111,0.567,111.959,63
The Band Perry,If I Die Young,country,0.606,0.497,4,-6.611,0.0277,0.348,0,0.275,0.362,130.739,67
Lady A,American Honey,country,0.588,0.684,1,-5.154,0.0288,0.508,0,0.141,0.121,85.997,61
Luke Combs,When It Rains It Pours,country,0.551,0.801,6,-5.069,0.0303,0.013,6.03e-6,0.265,0.625,128.027,76
Sam Hunt,Take Your Time,country,0.558,0.719,11,-5.603,0.0419,0.101,0,0.212,0.483,158.031,66
Eli Young Band,Crazy Girl,country,0.366,0.651,4,-3.842,0.031,4.15e-4,0.00526,0.271,0.257,151.343,66
Eric Church,Mr. Misunderstood,country,0.385,0.808,7,-6.67,0.045,0.0629,0,0.33,0.546,129.22,56
Kelsea Ballerini,Love Me Like You Mean It,country,0.645,0.84,4,-5.894,0.0518,0.0452,0,0.327,0.805,151.94,54
Brantley Gilbert,One Hell Of An Amen,country,0.548,0.665,1,-5.622,0.0281,0.0139,2.72e-6,0.0769,0.549,138.055,54
Florida Georgia Line,This Is How We Roll,country,0.555,0.931,8,-2.969,0.0367,0.016,0,0.405,0.723,132.085,67
Jon Pardi,Head Over Boots,country,0.563,0.688,7,-4.474,0.0262,0.0763,0,0.0863,0.622,108.008,70
Brad Paisley,Remind Me (with Carrie Underwood),country,0.485,0.726,5,-4.2,0.0327,0.0603,1.75e-5,0.225,0.288,140.781,60
Luke Bryan,Drink A Beer,country,0.483,0.431,8,-7.656,0.0343,0.836,5.19e-5,0.199,0.296,78.26,62
Blake Shelton,Sangria,country,0.646,0.724,9,-6.96,0.0265,0.017,1.39e-6,0.153,0.54,115.984,62
Maren Morris,Rich,country,0.565,0.855,5,-4.189,0.0557,0.0445,0,0.32,0.852,74.98,60
Toby Keith,Red Solo Cup,country,0.535,0.56,4,-6.586,0.0901,0.287,0,0.209,0.785,164.17,64
Tim McGraw,Highway Don't Care,country,0.47,0.79,2,-5.352,0.039,0.0216,0,0.0863,0.495,158.061,63
Thomas Rhett,Craving You,country,0.608,0.837,9,-3.822,0.0364,7.33e-4,0,0.312,0.503,104.978,37
Old Dominion,Written in the Sand,country,0.725,0.438,6,-9.602,0.0575,0.593,0,0.0842,0.76,83.984,67
Luke Bryan,"Huntin', Fishin' And Lovin' Every Day",country,0.543,0.81,0,-4.275,0.0368,0.14,1.23e-5,0.145,0.395,76.978,65
Kenny Chesney,Setting the World On Fire (with P!nk),country,0.61,0.822,0,-4.422,0.0355,0.0171,1.88e-6,0.093,0.437,93.993,59
Florida Georgia Line,Simple,country,0.362,0.882,3,-3.717,0.0973,0.0791,0,0.15,0.864,199.811,71
Lady A,Our Kind Of Love,country,0.632,0.926,4,-3.463,0.0322,0.047,1.69e-4,0.116,0.889,112.058,42
Sam Hunt,Make You Miss Me,country,0.614,0.472,7,-6.626,0.0297,0.158,0,0.111,0.168,146.005,65
Kelsea Ballerini,Miss Me More,country,0.643,0.72,2,-7.146,0.0527,0.014,0,0.0834,0.491,96.028,61
HARDY,ONE BEER (feat. Lauren Alaina & Devin Dawson),country,0.516,0.745,2,-8.352,0.0774,0.564,0,0.275,0.826,186.006,64
Russell Dickerson,Love You Like I Used To,country,0.501,0.788,10,-4.624,0.0415,0.12,0,0.137,0.61,152.047,71
Parmalee,Just the Way,country,0.426,0.829,9,-2.84,0.0569,0.107,0,0.317,0.814,180.241,73
Chase Rice,Lonely If You Are,country,0.681,0.726,7,-5.1,0.0453,0.162,0,0.119,0.819,84.98,67
Tenille Townes,Holding Out for the One,country,0.6,0.742,6,-4.135,0.0379,0.00716,0,0.363,0.796,85.008,55
Payton Smith,Like I Knew You Would,country,0.641,0.929,2,-5.287,0.0709,0.122,6.32e-4,0.129,0.551,101.991,57
Diplo,Heartless (feat. Morgan Wallen),country,0.765,0.556,11,-6.417,0.0512,0.275,0,0.0824,0.274,111.033,75
Lee Brice,I Hope You're Happy Now,country,0.592,0.759,10,-5.787,0.035,0.141,6.1e-6,0.138,0.338,118.02,56
Keith Urban,God Whispered Your Name,country,0.594,0.6,2,-6.712,0.0498,0.306,0,0.149,0.5,145.967,63
Miranda Lambert,Bluebird,country,0.661,0.633,7,-5.986,0.0348,0.038,2.75e-6,0.124,0.613,81.984,70
Lauren Alaina,Getting Good,country,0.499,0.643,11,-5.416,0.0354,0.307,0,0.106,0.469,93.805,62
Kane Brown,Cool Again,country,0.608,0.735,4,-5.497,0.0371,0.0156,1.69e-6,0.361,0.773,90.007,65
Jason Aldean,Got What I Got,country,0.512,0.58,3,-6.658,0.029,0.621,1.72e-5,0.513,0.303,159.847,74
Morgan Wallen,Chasin' You,country,0.631,0.591,7,-5.785,0.0277,0.657,0,0.11,0.489,97.074,77
Morgan Wallen,More Than My Hometown,country,0.621,0.882,6,-5.01,0.0459,0.601,0,0.132,0.574,126.014,72
Lee Brice,One Of Them Girls,country,0.643,0.79,4,-6.079,0.0462,0.294,0,0.107,0.8,95.987,74
Gabby Barrett,I Hope,country,0.466,0.536,6,-6.227,0.0429,0.0951,0,0.114,0.377,75.998,78
Jimmie Allen,This is Us,country,0.549,0.883,9,-4.092,0.0344,0.148,0,0.0609,0.487,145.06,64
High Valley,Grew Up On That,country,0.651,0.762,9,-6.084,0.0284,0.121,0,0.167,0.292,109.959,62
Kameron Marlowe,Giving You Up,country,0.529,0.848,8,-3.833,0.0427,0.0363,0,0.172,0.75,143.954,64
Florida Georgia Line,I Love My Country,country,0.527,0.943,4,-3.56,0.065,0.0249,0,0.373,0.584,140.132,61
Matt Stell,Everywhere But On,country,0.563,0.722,6,-3.972,0.0279,0.0345,0,0.0795,0.309,149.903,65
Thomas Rhett,Beer Can’t Fix,country,0.711,0.774,7,-4.068,0.0308,0.0317,0,0.124,0.939,111.016,69
Ingrid Andress,More Hearts Than Mine,country,0.375,0.428,0,-7.387,0.029,0.109,0,0.105,0.361,78.516,65
Sean Stemaly,Come Back To Bed,country,0.525,0.84,1,-4.21,0.037,0.42,1.67e-5,0.361,0.806,136.037,65
Luke Combs,Nothing Like You,country,0.62,0.443,5,-7.984,0.028,0.355,0,0.108,0.339,141.984,66
Jordan Davis,Cool Anymore,country,0.519,0.738,7,-5.452,0.0327,0.133,0,0.0986,0.506,155.972,61
Luke Bryan,One Margarita,country,0.641,0.842,9,-4.872,0.0464,0.0969,0,0.169,0.738,89.997,68
Maren Morris,To Hell & Back,country,0.463,0.71,0,-7.051,0.0859,0.148,1.92e-4,0.123,0.441,78.144,62
Kenny Chesney,Here And Now,country,0.506,0.813,9,-3.575,0.0532,0.0505,0,0.12,0.706,147.996,61
Chris Young,Town Ain't Big Enough,country,0.441,0.826,6,-4.175,0.04,0.0638,0.00162,0.0944,0.577,75.982,56
Luke Combs,Does To Me (feat. Eric Church),country,0.616,0.849,0,-4.897,0.0373,0.311,0,0.311,0.638,113.065,69
Sam Hunt,Hard To Forget - Radio Edit,country,0.694,0.715,4,-5.39,0.0461,0.191,0,0.73,0.757,130.085,58
Mitchell Tenpenny,Anything She Says,country,0.612,0.621,7,-5.657,0.0734,0.169,0,0.137,0.883,185.857,66
Thomas Rhett,On Me (feat. Ava Max),country,0.548,0.721,8,-4.466,0.0472,0.0119,0,0.216,0.594,177.918,72
Ashley McBryde,One Night Standards,country,0.537,0.686,5,-5.022,0.0293,0.0287,0.00709,0.0988,0.611,78.052,64
Jordan Davis,Almost Maybes,country,0.582,0.868,11,-3.927,0.0522,0.146,0,0.103,0.555,90.105,74
Thomas Rhett,Be A Light,country,0.509,0.493,0,-6.676,0.0266,0.0397,1.32e-6,0.102,0.264,97.846,66
Avenue Beat,Ruin That For Me,country,0.695,0.718,6,-3.492,0.0271,0.28,0,0.0871,0.895,114.963,54
Sam Grow,Song About You,country,0.57,0.767,10,-4.287,0.0331,8.95e-4,1.18e-5,0.097,0.713,110.995,59
Dustin Lynch,Momma’s House,country,0.633,0.858,11,-3.509,0.0356,0.278,0,0.315,0.541,119.998,71
Blake Shelton,Nobody But You (Duet with Gwen Stefani),country,0.463,0.653,0,-5.515,0.0273,0.111,1.36e-4,0.172,0.233,143.912,70
Gryffin,Hold You Tonight (with Chris Lane),country,0.467,0.795,11,-3.6,0.0687,0.102,0,0.264,0.472,163.837,66
Tim McGraw,I Called Mama,country,0.499,0.619,2,-7.054,0.0339,0.571,4.82e-6,0.148,0.514,86.185,61
Chris Lane,"Big, Big Plans",country,0.574,0.58,7,-6.091,0.0278,0.076,0,0.12,0.4,149.974,71
Astrid S,I Do,country,0.665,0.524,10,-9.404,0.0458,0.502,0,0.124,0.215,110.019,60
Cole Swindell,Single Saturday Night,country,0.623,0.79,7,-5.07,0.0473,0.118,0,0.226,0.694,81.949,73
Ryan Hurd,Every Other Memory,country,0.633,0.732,0,-6.995,0.0351,4.75e-4,0,0.108,0.515,103.019,70
Luke Combs,Lovin' On You,country,0.572,0.949,4,-4.865,0.06,0.00165,1.95e-4,0.163,0.53,118.974,71
Waterloo Revival,Something You Ain't Ever Had,country,0.488,0.781,9,-5.758,0.0446,0.0173,0,0.208,0.582,76.971,56
Diplo,Dance with Me (feat. Thomas Rhett & Young Thug),country,0.73,0.792,6,-5.33,0.13,0.0264,0,0.101,0.745,99.039,73
Maddie & Tae,Die From A Broken Heart,country,0.607,0.514,4,-6.631,0.0323,0.363,0,0.258,0.414,75.978,67
Old Dominion,One Man Band,country,0.706,0.358,6,-8.331,0.0347,0.677,0,0.107,0.478,75.991,74
Morgan Wallen,This Bar,country,0.545,0.884,2,-5.208,0.0817,0.115,4.24e-4,0.0496,0.272,110.015,65
Travis Denning,After A Few,country,0.617,0.849,10,-4.316,0.0355,0.0146,0,0.194,0.695,106.998,63
Nate Smith,Wildfire,country,0.511,0.674,6,-4.992,0.026,0.0371,0,0.18,0.363,159.874,58
Kelsea Ballerini,homecoming queen?,country,0.462,0.512,9,-5.443,0.0334,0.478,0,0.0993,0.29,114.014,63
Jameson Rodgers,Some Girls,country,0.431,0.831,8,-5.108,0.0474,0.0791,0,0.312,0.352,167.96,68
Morgan Wallen,7 Summers,country,0.457,0.774,0,-5.201,0.0336,0.428,4.29e-5,0.119,0.59,203.863,72
MEDUZA,Piece Of Your Heart,dance,0.677,0.744,10,-6.806,0.0295,0.0404,1.6e-4,0.074,0.631,124.08,80
Avicii,Heaven,dance,0.592,0.873,9,-5.65,0.0275,0.0715,0.00982,0.142,0.516,122.011,71
FISHER,Losing It,dance,0.76,0.964,2,-5.844,0.0577,0.00181,0.703,0.0975,0.643,125.003,74
Calvin Harris,Giant (with Rag'n'Bone Man),dance,0.807,0.887,1,-4.311,0.0361,0.016,5.03e-4,0.0811,0.606,122.015,76
Jax Jones,All Day And Night - Jax Jones & Martin Solveig Present Europa,dance,0.585,0.782,1,-4.101,0.0897,0.269,0,0.156,0.521,121.908,0
ILLENIUM,Good Things Fall Apart (with Jon Bellion) [Tiësto's Big Room Remix],dance,0.562,0.811,2,-2.92,0.0524,0.00522,0,0.11,0.493,129.971,51
Sia,Heaven Can Wait - The Aston Shuffle Remix,dance,0.622,0.859,5,-7.626,0.0636,6.09e-4,0.746,0.0909,0.442,121.968,53
David Guetta,Better When You're Gone,dance,0.647,0.795,1,-3.548,0.0372,0.0635,0,0.188,0.409,127.992,68
ARTY,Save Me Tonight,dance,0.55,0.899,5,-3.284,0.0458,0.0113,9.65e-5,0.137,0.408,125.85,57
Oliver Heldens,Fire In My Soul,dance,0.592,0.977,6,-3.389,0.312,0.206,1.03e-4,0.0703,0.496,126.178,63
Tiësto,Ritual,dance,0.647,0.726,3,-4.389,0.0552,0.157,0,0.0844,0.767,114.996,73
Martin Garrix,No Sleep (feat. Bonn),dance,0.44,0.635,11,-6.385,0.0326,0.129,0,0.121,0.327,128.133,66
Above & Beyond,Show Me Love,dance,0.46,0.878,4,-5.203,0.0437,0.022,0.508,0.157,0.454,128.017,45
Regard,Ride It,dance,0.88,0.751,7,-4.258,0.0874,0.177,6.43e-5,0.106,0.884,117.948,85
The Chainsmokers,Takeaway (feat. Lennon Stella),dance,0.294,0.505,3,-8.106,0.042,0.12,0,0.0977,0.357,85.332,6
Peggy Gou,Starry Night - Edit,dance,0.747,0.865,8,-8.094,0.0351,0.00915,0.486,0.0425,0.935,122.994,62
Kygo,Higher Love,dance,0.693,0.678,8,-7.159,0.0324,0.0154,6.05e-6,0.101,0.404,103.952,80
Arno Cost,Travolta,dance,0.63,0.978,2,-5.622,0.258,0.011,0.00431,0.108,0.448,123.976,39
Gryffin,Remember (with ZOHARA),dance,0.619,0.901,11,-4.173,0.0563,0.0975,0.0455,0.178,0.503,123.002,50
PNAU,Solid Gold,dance,0.567,0.946,5,-2.245,0.0541,0.0978,1.37e-6,0.0836,0.295,104.983,62
Arlissa,Hearts Ain't Gonna Lie - Eden Prince Remix,dance,0.609,0.83,6,-3.759,0.0793,0.201,6.18e-5,0.0321,0.604,117.833,56
M-22,White Lies,dance,0.427,0.916,4,-3.716,0.116,1.56e-4,5.37e-6,0.154,0.688,123.539,51
